classification;category;sub_category;product_name;product_format;product_price;product_unit
Azúcar, caramelos y chocolate;Turrones;Turrones;Torta imperial Hacendado; Caja 180 g;2,50 €;/ud.
Azúcar, caramelos y chocolate;Turrones;Turrones;Turrón de chocolate Cream avellana Hacendado; Tableta 140 g;1,80 €;/ud.
Azúcar, caramelos y chocolate;Turrones;Turrones;Turrón de cheesecake Hacendado; Tableta 150 g;1,90 €;/ud.
Azúcar, caramelos y chocolate;Turrones;Turrones;Turrón de chocolate con galleta Caocream Hacendado; Tableta 200 g;1,95 €;/ud.
Azúcar, caramelos y chocolate;Turrones;Turrones;Turrón Crocant con frutos secos Antiu Xixona calidad suprema; Tableta 150 g;1,90 €;/ud.
Azúcar, caramelos y chocolate;Turrones;Turrones;Turrón blando en porciones Hacendado calidad suprema; Paquete 8 porciones (200 g);3,00 €;/ud.
Azúcar, caramelos y chocolate;Turrones;Turrones;Surtido de mini turrones Hacendado; Paquete 15 porciones (311 g);4,20 €;/ud.
Azúcar, caramelos y chocolate;Turrones;Turrones;Tortitas de turrón de almendra Hacendado calidad suprema; Caja 7 ud. (210 g);4,95 €;/ud.
Azúcar, caramelos y chocolate;Turrones;Turrones;Tortitas de turrón de almendra con chocolate Hacendado calidad suprema; Caja 6 ud. (210 g);4,95 €;/ud.
Bebé;Alimentación infantil;Tarritos salados;Papilla crema de bechamel con lenguado Hero baby +8 meses; Tarrito 235 g;1,60 €;/ud.
Bebé;Alimentación infantil;Tarritos salados;Papilla verduritas con merluza Hero baby +6 meses; Tarrito 235 g;1,60 €;/ud.
Bebé;Alimentación infantil;Tarritos salados;Papilla verduritas con pollo y ternera Hero baby +6 meses; Tarrito 235 g;1,60 €;/ud.
Bebé;Alimentación infantil;Tarritos salados;Papilla arroz con pollo Hero baby +6 meses; Tarrito 235 g;1,60 €;/ud.
Bebé;Alimentación infantil;Tarritos salados;Papilla verduritas con pollo Hero baby buenas noches +6 meses; 2 tarritos x 190 g;3,00 €;/pack
Bebé;Alimentación infantil;Tarritos salados;Papilla verduritas con delicias de pavo Hero baby natur +6 meses; Tarrito 235 g;1,60 €;/ud.
Bebé;Alimentación infantil;Tarritos salados;Papilla zanahorias baby con ternera Hero baby +6 meses; Tarrito 235 g;1,60 €;/ud.
Bebé;Alimentación infantil;Tarritos salados;Papilla zanahorias con arroz en caldito de pollo Hero baby +6 meses; Tarrito 235 g;1,60 €;/ud.
Bebé;Alimentación infantil;Tarritos salados;Papilla lentejas con verduritas Hero baby recetas caseras +8 meses; 2 tarritos x 190 g;3,00 €;/pack
Bebé;Alimentación infantil;Tarritos salados;Papilla menestra de cordero a la crema Hero baby recetas caseras +6 meses; 2 tarritos x 190 g;3,00 €;/pack
Bebé;Alimentación infantil;Tarritos salados;Papilla guisantes tiernos con jamón Hero baby +6 meses; Tarrito 235 g;1,60 €;/ud.
Bebé;Alimentación infantil;Tarritos salados;Papilla hervido de verduritas de la huerta Hero baby +4 meses; Tarrito 235 g;1,60 €;/ud.
Bebé;Alimentación infantil;Tarritos de fruta;Papilla fresa y plátano +8 meses Hacendado; 1 ud. (120 g);0,90 €;/ud.
Bebé;Alimentación infantil;Tarritos de fruta;Papilla fruta variada +6 meses Hacendado; 1 ud. (120 g);0,90 €;/ud.
Bebé;Alimentación infantil;Tarritos de fruta;Papilla plátano y manzana +6 meses Hacendado; 1 ud. (120 g);0,90 €;/ud.
Bebé;Alimentación infantil;Tarritos de fruta;Papilla fruta variada +4 meses Hacendado; 4 tarritos x 130 g;2,60 €;/pack
Bebé;Alimentación infantil;Tarritos de fruta;Papilla plátano, naranja y galleta +6 meses Hacendado; 4 tarritos x 130 g;2,70 €;/pack
Bebé;Alimentación infantil;Tarritos de fruta;Papilla cuatro frutas con avena +8 meses Hacendado; 4 tarritos x 130 g;2,70 €;/pack
Bebé;Alimentación infantil;Tarritos de fruta;Papilla plátano, mandarina y pera +4 meses Hacendado; 4 tarritos x 130 g;2,60 €;/pack
Bebé;Alimentación infantil;Tarritos de fruta;Papilla cuatro frutas con yogur +8 meses Hacendado; 4 tarritos x 130 g;2,70 €;/pack
Bebé;Alimentación infantil;Tarritos de fruta;Papilla pera y manzana +4 meses Hacendado; 4 tarritos x 130 g;2,60 €;/pack
Bebé;Alimentación infantil;Tarritos de fruta;Papilla plátano, fresa, arándanos y avena +8 meses Hacendado; 1 ud. (120 g);0,90 €;/ud.
Bebé;Alimentación infantil;Tarritos de fruta;Papilla piña y coco +8 meses Hacendado; 1 ud. (120 g);0,90 €;/ud.
Bebé;Alimentación infantil;Yogures y postres;Postre lácteo infantil de fresa y plátano Hacendado +8 meses; 1 ud. (100 g);0,80 €;/ud.
Bebé;Alimentación infantil;Yogures y postres;Postre lácteo infantil de pera Hacendado +8 meses; 1 ud. (100 g);0,80 €;/ud.
Bebé;Alimentación infantil;Yogures y postres;Postre lácteo infantil de fresa Yogolino +8 meses; 4 ud. x 100 g;2,95 €;/pack
Bebé;Alimentación infantil;Yogures y postres;Yogur líquido infantil con cereales y miel Go-Lácteo +8 meses; Caja 4 ud. (360 g);2,75 €;/ud.
Bebé;Alimentación infantil;Yogures y postres;Postre lácteo infantil de plátano Yogolino +6 meses; 4 ud. x 100 g;2,95 €;/pack
Bebé;Alimentación infantil;Yogures y postres;Postre lácteo infantil de natillas Yogolino +6 meses; 4 ud. x 100 g;3,45 €;/pack
Bebé;Alimentación infantil;Yogures y postres;Postre lácteo infantil de galleta Hacendado +8 meses; 1 ud. (100 g);0,80 €;/ud.
Bebé;Alimentación infantil;Leche;Preparado lácteo crecimiento Peques 3 Puleva; 6 bricks x 1 L;11,70 €;/pack
Bebé;Alimentación infantil;Leche;Preparado lácteo crecimiento Peques 3 Puleva; Brick 1 L;1,95 €;/ud.
Bebé;Alimentación infantil;Leche;Preparado lácteo con cereales crecimiento Peques 3 Puleva; 6 bricks x 1 L;11,70 €;/pack
Bebé;Alimentación infantil;Leche;Preparado lácteo con cereales crecimiento Peques 3 Puleva; Brick 1 L;1,95 €;/ud.
Bebé;Alimentación infantil;Leche;Preparado lácteo crecimiento +1 año Hacendado; 6 bricks x 1 L;7,20 €;/pack
Bebé;Alimentación infantil;Leche;Preparado lácteo crecimiento +1 año Hacendado; Brick 1 L;1,20 €;/ud.
Bebé;Alimentación infantil;Leche;Preparado lácteo crecimiento +1 año Hacendado; 6 mini bricks x 200 ml;1,90 €;/pack
Bebé;Alimentación infantil;Leche;Preparado lácteo cereales al cacao Peques 3 Puleva; 3 mini bricks x 200 ml;1,95 €;/pack
Bebé;Alimentación infantil;Leche;Preparado lácteo con cacao y cereales crecimiento Hacendado +1 año; 6 mini bricks x 200 ml;2,25 €;/pack
Bebé;Alimentación infantil;Leche;Preparado lácteo con cereales crecimiento Hacendado +1 año; 6 bricks x 1 L;9,30 €;/pack
Bebé;Alimentación infantil;Leche;Preparado lácteo con cereales crecimiento Hacendado +1 año; Brick 1 L;1,55 €;/ud.
Bebé;Alimentación infantil;Leche en polvo;Leche para lactantes en polvo 1 Nativa Nestlé; Bote 800 g;11,95 €;/ud.
Bebé;Alimentación infantil;Leche en polvo;Leche de continuación en polvo 2 Nativa Nestlé; Bote 800 g;11,95 €;/ud.
Bebé;Alimentación infantil;Leche en polvo;Leche para lactantes en polvo 1 Nidina Nestlé; Bote 800 g;14,95 €;/ud.
Bebé;Alimentación infantil;Leche en polvo;Leche de continuación en polvo 2 Nidina Nestlé; Bote 800 g;17,95 €;/ud.
Bebé;Alimentación infantil;Leche en polvo;Leche crecimiento en polvo 3 Nidina Nestlé; Bote 800 g;17,95 €;/ud.
Bebé;Alimentación infantil;Papillas;Papilla 8 cereales Nestlé +6 meses; Caja 725 g;5,45 €;/ud.
Bebé;Alimentación infantil;Papillas;Papilla 8 cereales con galleta María Nestlé +6 meses; Caja 725 g;5,45 €;/ud.
Bebé;Alimentación infantil;Papillas;Papilla 8 cereales con miel Nestlé +6 meses; Caja 725 g;5,45 €;/ud.
Bebé;Alimentación infantil;Papillas;Papilla 8 cereales con miel Hero baby +6 meses; Caja 410 g;3,90 €;/ud.
Bebé;Alimentación infantil;Papillas;Papilla 8 cereales Hero baby +6 meses; Caja 410 g;3,90 €;/ud.
Bebé;Alimentación infantil;Papillas;Papilla sin gluten crema de arroz Hero baby +4 meses; Caja 220 g;2,95 €;/ud.
Bebé;Alimentación infantil;Papillas;Papilla 8 cereales con galleta Hero baby +6 meses; Caja 340 g;3,60 €;/ud.
Bebé;Biberón y chupete;Biberón;Biberón 150 ml tetina silicona flujo lento +0 meses Deliplus; 1 ud.;3,00 €;/ud.
Bebé;Biberón y chupete;Biberón;Biberón 360 ml tetina silicona tres posiciones +1 mes Deliplus; 1 ud.;3,50 €;/ud.
Bebé;Biberón y chupete;Biberón;Tetina silicona tres posiciones +1 mes Deliplus; Paquete 2 ud.;2,50 €;/ud.
Bebé;Biberón y chupete;Biberón;Tetina silicona papillas espesas +4 meses Deliplus; Paquete 2 ud.;2,50 €;/ud.
Bebé;Biberón y chupete;Biberón;Cepillo limpiabiberón y tetina Deliplus; Paquete 1 ud.;2,50 €;/ud.
Bebé;Biberón y chupete;Biberón;Limpiador bebé para biberones y tetinas Deliplus; Bote 500 ml;2,90 €;/ud.
Bebé;Biberón y chupete;Chupete;Chupete silicona reversible +0 a 6 meses Deliplus; Paquete 1 ud.;1,95 €;/ud.
Bebé;Biberón y chupete;Chupete;Chupete silicona reversible +6 a 18 meses Deliplus luminiscente; Paquete 1 ud.;1,95 €;/ud.
Bebé;Biberón y chupete;Chupete;Chupete silicona reversible +18 meses Deliplus; Paquete 1 ud.;1,95 €;/ud.
Bebé;Higiene y cuidado;Champú y jabón;Gel corporal infantil Deliplus; Bote 600 ml;1,80 €;/ud.
Bebé;Higiene y cuidado;Champú y jabón;Champú infantil Deliplus; Bote 600 ml;2,70 €;/ud.
Bebé;Higiene y cuidado;Champú y jabón;Gel - champú bebé para pieles atópicas Deliplus; Bote 600 ml;3,70 €;/ud.
Bebé;Higiene y cuidado;Aceite y crema;Pomada del pañal sin perfume Deliplus; Tubo 100 ml;2,75 €;/ud.
Bebé;Higiene y cuidado;Aceite y crema;Aceite corporal bebé con aloe vera Johnson's; Botella 500 ml;3,70 €;/ud.
Bebé;Higiene y cuidado;Aceite y crema;Loción corporal infantil hidratante Deliplus; Bote 600 ml;3,65 €;/ud.
Bebé;Higiene y cuidado;Aceite y crema;Bálsamo facial corporal infantil pieles atópicas Deliplus; Bote 200 ml;4,40 €;/ud.
Bebé;Higiene y cuidado;Colonia;Agua de colonia bebé Nenuco; Botella 500 ml;2,95 €;/ud.
Bebé;Higiene y cuidado;Colonia;Agua de colonia fresca infantil Deliplus con notas cítricas; Bote 600 ml;1,65 €;/ud.
Bebé;Higiene y cuidado;Colonia;Agua perfumada bebé con notas florales Deliplus; Bote 100 ml;3,20 €;/ud.
Bebé;Higiene y cuidado;Accesorios;Solución fisiológica salina 0,9 % Deliplus; Caja 30 ud.;3,23 €;/ud.
Bebé;Higiene y cuidado;Accesorios;Gasas para bebé no tejidas Deliplus; Paquete 100 ud.;1,97 €;/ud.
Bebé;Higiene y cuidado;Accesorios;Esponja anatómica para bebés Deliplus; Paquete 1 ud.;0,90 €;/ud.
Bebé;Higiene y cuidado;Accesorios;Babero desechable Deliplus; Paquete 10 ud.;1,80 €;/ud.
Bebé;Higiene y cuidado;Accesorios;Bastoncillos algodón para niños Deliplus; Caja 50 ud.;0,85 €;/ud.
Bebé;Higiene y cuidado;Accesorios;Aspirador nasal anatómico +0 meses Deliplus; Paquete 1 ud.;5,50 €;/ud.
Bebé;Higiene y cuidado;Accesorios;Recambios recarga aspirador nasal anatómico Deliplus; Paquete 10 ud.;4,20 €;/ud.
Bebé;Higiene y cuidado;Accesorios;Polvos de talco Deliplus; Bote 200 g;1,75 €;/ud.
Bebé;Toallitas y pañales;Toallitas;Toallitas bebé frescas & perfumadas Deliplus; 3 paquetes x 80 ud.;3,00 €;/pack
Bebé;Toallitas y pañales;Toallitas;Toallitas bebé frescas & perfumadas Deliplus; Paquete 80 ud.;1,05 €;/ud.
Bebé;Toallitas y pañales;Toallitas;Toallitas bebé frescas & perfumadas Deliplus; Paquete 24 ud.;0,75 €;/ud.
Bebé;Toallitas y pañales;Toallitas;Toallitas bebé cremosas Deliplus; Paquete 80 ud.;1,40 €;/ud.
Bebé;Toallitas y pañales;Toallitas;Toallitas infantiles cara y manos Deliplus; Paquete 20 ud.;0,60 €;/ud.
Bebé;Toallitas y pañales;Toallitas;Toallitas bebé pieles con tendencia atópica Deliplus; Paquete 60 ud.;1,70 €;/ud.
Bebé;Toallitas y pañales;Toallitas;Toallitas bebé Aqua Deliplus; Paquete 60 ud.;1,90 €;/ud.
Bebé;Toallitas y pañales;Pañal talla de 0 a 3;Pañales bebé talla 1 de 2-5 kg Dodot; Paquete 44 ud.;12,20 €;/ud.
Bebé;Toallitas y pañales;Pañal talla de 0 a 3;Pañales bebé talla 1 de 2-4 kg Deliplus; Paquete 30 ud.;5,45 €;/ud.
Bebé;Toallitas y pañales;Pañal talla de 0 a 3;Pañales bebé talla 2 de 3-6 kg Deliplus; Paquete 50 ud.;7,70 €;/ud.
Bebé;Toallitas y pañales;Pañal talla de 0 a 3;Pañales bebé talla 2 de 4-8 kg Dodot; Paquete 58 ud.;15,60 €;/ud.
Bebé;Toallitas y pañales;Pañal talla de 0 a 3;Pañales bebé talla 3 de 4-10 kg Deliplus; 3 paquetes x 36 ud.;16,50 €;/pack
Bebé;Toallitas y pañales;Pañal talla de 0 a 3;Pañales bebé talla 3 de 4-10 kg Deliplus; Paquete 36 ud.;5,60 €;/ud.
Bebé;Toallitas y pañales;Pañal talla de 4 a XL;Pañales bebé talla 4 de 9-15 kg Deliplus; 3 paquetes x 34 ud.;17,25 €;/pack
Bebé;Toallitas y pañales;Pañal talla de 4 a XL;Pañales bebé talla 4 de 9-15 kg Deliplus; Paquete 34 ud.;5,85 €;/ud.
Bebé;Toallitas y pañales;Pañal talla de 4 a XL;Pañales bebé talla 4 de 9-14 kg Dodot; Paquete 58 ud.;17,95 €;/ud.
Bebé;Toallitas y pañales;Pañal talla de 4 a XL;Pañales bebé talla 5 de 13-18 kg Deliplus; 3 paquetes x 30 ud.;17,85 €;/pack
Bebé;Toallitas y pañales;Pañal talla de 4 a XL;Pañales bebé talla 5 de 13-18 kg Deliplus; Paquete 30 ud.;6,05 €;/ud.
Bebé;Toallitas y pañales;Pañal talla de 4 a XL;Pañales bebé talla 5 de 11-16 kg Dodot; Paquete 54 ud.;17,95 €;/ud.
Bebé;Toallitas y pañales;Pañal talla de 4 a XL;Pañales bebé talla 6 de 17-28 kg Deliplus; Paquete 22 ud.;6,60 €;/ud.
Bebé;Toallitas y pañales;Pañal talla de 4 a XL;Pañales bebé talla 6 de 13-19 kg Dodot; Paquete 36 ud.;14,00 €;/ud.
Bebé;Toallitas y pañales;Pañal talla de 4 a XL;Pañal junior talla hasta 34 más de 25 kg Deliplus; Paquete 20 ud.;11,00 €;/ud.
Bebé;Toallitas y pañales;Bañador y braguita;Cambiador multiusos desechable Deliplus; Paquete 6 ud.;2,50 €;/ud.
Bebé;Toallitas y pañales;Bañador y braguita;Pañal bebé braguita talla L de 12-18 kg Deliplus; Paquete 24 ud.;7,40 €;/ud.
Bebé;Toallitas y pañales;Bañador y braguita;Pañal bebé braguita talla XL de 16-28 kg Deliplus; Paquete 22 ud.;7,40 €;/ud.
Bebé;Toallitas y pañales;Bañador y braguita;Pañal junior braguita noche infantil Deliplus de 17-30 kg; Paquete 16 ud.;10,70 €;/ud.
Bebé;Toallitas y pañales;Bañador y braguita;Pañal junior braguita noche infantil Deliplus de 27-57 kg; Paquete 13 ud.;10,70 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza Clásica Steinburg; 12 latas x 330 ml;3,60 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza Clásica Steinburg; Lata 330 ml;0,30 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza Heineken; 12 latas x 330 ml;8,28 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza Heineken; Lata 330 ml;0,82 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza doble malta Voll-Damm; 6 latas x 330 ml;5,58 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza doble malta Voll-Damm; Lata 330 ml;0,99 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza Suave Steinburg; 12 latas x 330 ml;3,48 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza Suave Steinburg; Lata 330 ml;0,29 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza especial San Miguel; 12 latas x 330 ml;6,12 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza especial San Miguel; Lata 330 ml;0,69 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza Especial Steinburg; 12 latas x 330 ml;4,44 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza Especial Steinburg; Lata 330 ml;0,37 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza Pils Krombacher; 6 latas x 330 ml;3,60 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza Pils Krombacher; Lata 330 ml;0,60 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza doble malta; 6 latas x 330 ml;3,30 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza doble malta; Lata 330 ml;0,55 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza sin gluten Steinburg; 12 latas x 330 ml;7,92 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza sin gluten Steinburg; Lata 330 ml;0,66 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza Estrella Damm; 12 latas x 330 ml;9,96 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza Estrella Damm; Lata 330 ml;0,85 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza 100% malta Moritz 7; 9 latas x 330 ml;5,85 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza 100% malta Moritz 7; Lata 330 ml;0,78 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza Xibeca Damm; 12 latas x 330 ml;6,96 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza Xibeca Damm; Lata 330 ml;0,67 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza negra Victoria Marengo; 6 latas x 330 ml;5,40 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza negra Victoria Marengo; Lata 330 ml;0,90 €;/ud.
Bodega;Cerveza;Cerveza lata;Cerveza Complot IPA Damm; 6 latas x 330 ml;6,60 €;/pack
Bodega;Cerveza;Cerveza lata;Cerveza Complot IPA Damm; Lata 330 ml;1,35 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Clásica Steinburg; 6 botellas x 1 L;6,00 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Clásica Steinburg; Botella 1 L;1,00 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Clásica Steinburg; 6 botellas x 1 L;5,70 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Clásica Steinburg; Botella 1 L;0,95 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Clásica Steinburg; 12 botellines x 250 ml;4,20 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Clásica Steinburg; Botellín 250 ml;0,35 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza reserva 1925 Alhambra; 6 botellines x 330 ml;7,86 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza reserva 1925 Alhambra; Botellín 330 ml;1,31 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza de trigo Franziskaner; 6 botellines x 355 ml;7,32 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza de trigo Franziskaner; Botellín 355 ml;1,22 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza suave Xibeca Damm; 6 botellas x 1 L;7,98 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza suave Xibeca Damm; Botella 1 L;1,58 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Heineken; 12 botellines x 250 ml;7,44 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Heineken; Botellín 250 ml;0,70 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza tostada Turia; 12 botellines x 250 ml;6,96 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza tostada Turia; Botellín 250 ml;0,62 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza El Águila sin filtrar; 6 botellines x 330 ml;5,94 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza El Águila sin filtrar; Botellín 330 ml;0,99 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Estrella Damm; 12 botellines x 250 ml;6,48 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Estrella Damm; Botellín 250 ml;0,66 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Especial Steinburg; 12 botellines x 200 ml;4,44 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Especial Steinburg; Botellín 200 ml;0,37 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Pilsen Cruzcampo; 12 botellines x 250 ml;5,04 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza Pilsen Cruzcampo; Botellín 250 ml;0,51 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza especial Estrella Galicia; 12 botellines x 250 ml;6,96 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza especial Estrella Galicia; Botellín 250 ml;0,66 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza extra 1906 reserva especial; Botellín 330 ml;1,22 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza extra 1906 reserva especial; 6 botellines x 330 ml;7,26 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza especial mini Mahou; 12 botellines x 200 ml;6,24 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza especial mini Mahou; Botellín 200 ml;0,52 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza especial 18/70 La Rubia; 6 botellines x 250 ml;5,10 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza especial 18/70 La Rubia; Botellín 250 ml;0,89 €;/ud.
Bodega;Cerveza;Cerveza botella y botellín;Cerveza sin gluten Daura Damm; 6 botellines x 250 ml;4,26 €;/pack
Bodega;Cerveza;Cerveza botella y botellín;Cerveza sin gluten Daura Damm; Botellín 250 ml;0,71 €;/ud.
Bodega;Cerveza;Combinado de cerveza;Cerveza Radler con zumo natural de limón Steinburg; 12 latas x 330 ml;4,80 €;/pack
Bodega;Cerveza;Combinado de cerveza;Cerveza Radler con zumo natural de limón Steinburg; Lata 330 ml;0,40 €;/ud.
Bodega;Cerveza;Combinado de cerveza;Cerveza Radler Steinburg con zumo natural de limón; 6 botellas x 500 ml;3,48 €;/pack
Bodega;Cerveza;Combinado de cerveza;Cerveza Radler Steinburg con zumo natural de limón; Botellín 500 ml;0,58 €;/ud.
Bodega;Cerveza;Combinado de cerveza;Bebida cider con gas Wild panther sabor a manzana; 12 botellines x 200 ml;9,00 €;/pack
Bodega;Cerveza;Combinado de cerveza;Bebida cider con gas Wild panther sabor manzana; Botellín 200 ml;0,75 €;/ud.
Bodega;Cerveza;Combinado de cerveza;Cerveza Corona; 6 botellines x 355 ml;6,54 €;/pack
Bodega;Cerveza;Combinado de cerveza;Cerveza Corona; Botellín 355 ml;1,50 €;/ud.
Bodega;Cerveza;Combinado de cerveza;Cerveza Shandy sabor limón Steinburg; 12 latas x 330 ml;4,20 €;/pack
Bodega;Cerveza;Combinado de cerveza;Cerveza Shandy sabor limón Steinburg; Lata 330 ml;0,35 €;/ud.
Bodega;Cerveza;Combinado de cerveza;Cerveza Shandy Steinburg sabor limón; 6 botellines x 500 ml;3,30 €;/pack
Bodega;Cerveza;Combinado de cerveza;Cerveza Shandy Steinburg sabor limón; Botellín 500 ml;0,55 €;/ud.
Bodega;Cerveza;Combinado de cerveza;Bebida cider con gas Wild panther sabor a fresa y lima; 12 botellines x 200 ml;9,00 €;/pack
Bodega;Cerveza;Combinado de cerveza;Bebida cider con gas Wild panther sabor a fresa y lima; Botellín 200 ml;0,75 €;/ud.
Bodega;Cerveza;Combinado de cerveza;Cerveza con sabor a tequila Desperados; Botellín 250 ml;1,00 €;/ud.
Bodega;Cerveza;Combinado de cerveza;Cerveza con sabor a tequila Desperados; 6 botellines x 250 ml;6,00 €;/pack
Bodega;Cerveza sin alcohol;Cerveza botella y botellín;Cerveza sin alcohol Falke; 6 botellines x 250 ml;2,10 €;/pack
Bodega;Cerveza sin alcohol;Cerveza botella y botellín;Cerveza sin alcohol Falke; Botellín 250 ml;0,35 €;/ud.
Bodega;Cerveza sin alcohol;Cerveza botella y botellín;Cerveza 0,0% sin alcohol Falke; 6 botellines x 250 ml;2,10 €;/pack
Bodega;Cerveza sin alcohol;Cerveza botella y botellín;Cerveza 0,0% sin alcohol Falke; Botellín 250 ml;0,35 €;/ud.
Bodega;Cerveza sin alcohol;Cerveza botella y botellín;Cerveza 0,0% sin alcohol tostada Mahou; 6 botellines x 330 ml;6,90 €;/pack
Bodega;Cerveza sin alcohol;Cerveza botella y botellín;Cerveza 0,0% sin alcohol tostada Mahou; Botellín 330 ml;1,15 €;/ud.
Bodega;Cerveza sin alcohol;Cerveza botella y botellín;Cerveza 0,0% sin alcohol tostada Falke; 6 botellines x 250 ml;3,00 €;/pack
Bodega;Cerveza sin alcohol;Cerveza botella y botellín;Cerveza 0,0% sin alcohol tostada Falke; Botellín 250 ml;0,50 €;/ud.
Bodega;Cerveza sin alcohol;Cerveza lata;Cerveza sin alcohol Falke; 12 latas x 330 ml;4,20 €;/pack
Bodega;Cerveza sin alcohol;Cerveza lata;Cerveza sin alcohol Falke; Lata 330 ml;0,35 €;/ud.
Bodega;Cerveza sin alcohol;Cerveza lata;Cerveza 0,0% sin alcohol Falke; 12 latas x 330 ml;4,20 €;/pack
Bodega;Cerveza sin alcohol;Cerveza lata;Cerveza 0,0% sin alcohol Falke; Lata 330 ml;0,35 €;/ud.
Bodega;Cerveza sin alcohol;Cerveza lata;Cerveza sin gluten Free Damm 0,0% sin alcohol; 6 latas x 330 ml;3,96 €;/pack
Bodega;Cerveza sin alcohol;Cerveza lata;Cerveza sin gluten Free Damm 0,0% sin alcohol; Lata 330 ml;0,72 €;/ud.
Bodega;Cerveza sin alcohol;Cerveza lata;Cerveza 0,0% sin alcohol tostada Falke; 12 latas x 330 ml;6,00 €;/pack
Bodega;Cerveza sin alcohol;Cerveza lata;Cerveza 0,0% sin alcohol tostada Falke; Lata 330 ml;0,50 €;/ud.
Bodega;Cerveza sin alcohol;Cerveza lata;Cerveza Radler Amstel 0,0% sin alcohol; 12 latas x 330 ml;6,60 €;/pack
Bodega;Cerveza sin alcohol;Cerveza lata;Cerveza Radler Amstel 0,0% sin alcohol; Lata 330 ml;0,59 €;/ud.
Bodega;Licores;Vermouth y aperitivos;Vermouth rojo Maronti reserva; Botella 1 L;3,45 €;/ud.
Bodega;Licores;Vermouth y aperitivos;Vermouth blanco Maronti; Botella 1 L;2,50 €;/ud.
Bodega;Licores;Vermouth y aperitivos;Vermouth bianco Martini; Botella 1 L;9,70 €;/ud.
Bodega;Licores;Vermouth y aperitivos;Vermouth rosso Martini; Botella 1 L;9,70 €;/ud.
